Fabada asturiana,Modified Question,Answer,entities,
,Could an escapee swim nonstop from Choqab Dar to Bezenjan?,FALSE,Choqab Dar (Q3675412),
,Could an escapee swim nonstop from Mehrian-e 'Olya to Bezenjan?,FALSE,Mehrian-e 'Olya (Q3853990),
,Could an escapee swim nonstop from Pordanjan to Bezenjan?,FALSE,Pordanjan (Q3908476),
,Could an escapee swim nonstop from Oja-Beyt to Bezenjan?,FALSE,Oja-Beyt (Q19426702),
,Could an escapee swim nonstop from Rūdkhāneh-ye Sefīd to Bezenjan?,FALSE,Rūdkhāneh-ye Sefīd (Q117352618),
,Could an escapee swim nonstop from Jubba to Bezenjan?,FALSE,Jubba (Q5686173),
S106,Could any product of the Yerevan Jewellery Plant be worn around the ankle?,TRUE,,
,Could any product of Garmin be worn around the ankle?,TRUE,Garmin (Q658789),
,Could any product of Ebel be worn around the ankle?,TRUE,Ebel (Q869734),
,Could any product of Huami Corporation be worn around the ankle?,TRUE,Huami Corporation (Q56421559),
,Could any product of Blancpain be worn around the ankle?,TRUE,Blancpain (Q804327),
,Could any product of Amazfit be worn around the ankle?,TRUE,Amazfit (Q105273852),
,Could any product of Glashütte Original be worn around the ankle?,TRUE,Glashütte Original (Q651928,
,Could any product of Patek Philippe & Co. be worn around the ankle?,TRUE,Patek Philippe & Co. (Q659096),
,Could any product of Suunto be worn around the ankle?,TRUE,Suunto (Q740115),
,Could any product of Accurist be worn around the ankle?,TRUE,Accurist (Q4672919),
,Could any product of Goophone be worn around the ankle?,TRUE,Goophone (Q3110646),
S107,Did Vincenzo Gamba have any cousins on her father's side?,TRUE,,
,"Did Eberhard III, Count of Württemberg have any cousins on her mother's side?",TRUE,"Eberhard III, Count of Württemberg (Q62959)",
,Did Marianne Foerster have any cousins on her father's side?,TRUE,Marianne Foerster (Q116751698),
,Did Imam Qoli Mirza Imad al-Dawla have any cousins on her father's side?,TRUE,Imam Qoli Mirza Imad al-Dawla (Q10859657),
,Did Mohammad-Hossein Mirza have any cousins on her father's side?,TRUE,Mohammad-Hossein Mirza (Q97219456),
,Did Tahmasb Mirza Mu'ayyid al-Dawlah have any cousins on her father's side?,TRUE,Tahmasb Mirza Mu'ayyid al-Dawlah (Q97218272),
,Did Shahriar Shafiq have any cousins on his mother's side?,TRUE,Shahriar Shafiq (Q2613996),
,Did Shahram Pahlavi have any cousins on his mother's side?,TRUE,Shahram Pahlavi (Q76350670),
,Did Azadeh Shafiq have any cousins on her mother's side?,TRUE,Azadeh Shafiq (Q5868452),
,Did Ibrahim ibn Ilyas have any cousins on his father's side?,TRUE,Ibrahim ibn Ilyas (Q3147525),
,Did Sadr al-Din Mirza Qajar have any cousins on his father's side?,TRUE,Sadr al-Din Mirza Qajar (Q20563634),
S108,Would it be very likely for Mostafa Salimi to be familiar with Sholezard?,TRUE,,
,Would it be very likely for Yisroel Dovid Weiss to be familiar with Sholezard?,TRUE,Yisroel Dovid Weiss (Q1837485),
,Would it be very likely for Sarmad Kashani to be familiar with Sholezard?,TRUE,Sarmad Kashani (Q2916030),
,Would it be very likely for Menahem Shemuel Halevy to be familiar with Sholezard?,TRUE,Menahem Shemuel Halevy (Q15983651),
,Would it be very likely for Uriel Davidi to be familiar with Sholezard?,TRUE,Uriel Davidi (Q7900591),
,Would it be very likely for Habib Elghanian to be familiar with Sholezard?,TRUE,Habib Elghanian (Q3490187),
,Would it be very likely for Benjamin Nahawandi to be familiar with Sholezard?,TRUE,Benjamin Nahawandi (Q282231),
,Would it be very likely for Yedidia Shofet to be familiar with Sholezard?,TRUE,Yedidia Shofet (Q2903425),
,Would it be very likely for Jack Mahfar to be familiar with Sholezard?,TRUE,Jack Mahfar (Q21847033),
,Would it be very likely for Marjan Faritous to be familiar with Sholezard?,TRUE,Marjan Faritous (Q16467612),
,Would it be very likely for Younes Hamami to be familiar with Sholezard?,TRUE,Younes Hamami (Q38285446),
S109,Could people have read Mjegull during the Perak war?,FALSE,,
,Could people have read Mjegull during the Second Congo War?,FALSE,Second Congo War (Q75756),
,Could people have read Mjegull during the Danzig rebellion?,FALSE,Danzig rebellion (Q617281),
,Could people have read Mjegull during the Cayuse War?,FALSE,Cayuse War (Q1052060),
,Could people have read Mjegull during the Pastry War?,FALSE,Pastry War (Q856168),
,Could people have read Mjegull during the Djiboutian–Eritrean border conflict?,FALSE,Djiboutian–Eritrean border conflict (Q1354920),
,Could people have read Mjegull during the Sand War?,FALSE,Sand War (Q1891008),
,Could people have read Mjegull during the Tuscarora War?,FALSE,Tuscarora War (Q2038126),
,Could people have read Mjegull during the Baussenque Wars?,FALSE,Baussenque Wars (Q1991457),
,Could people have read Mjegull during the Demetrius War?,FALSE,Demetrius War (Q16327601),
,Could people have read Mjegull during the Shoubak Revolt?,FALSE,Shoubak Revolt (Q64019715),
S110,Did any of Ibrahim Moustafa's children follow in his footsteps?,TRUE,,
,Did any of Carlo Crippa's children follow in his footsteps?,TRUE,Carlo Crippa (Q3659228),
,Did any of Bruno Conti's children follow in his footsteps?,TRUE,Bruno Conti (Q355923),
,Did any of Antonio Marcolini's children follow in his footsteps?,TRUE,Antonio Marcolini (Q16527634),
,Did any of Giuseppe Savoldi's children follow in his footsteps?,TRUE,Giuseppe Savoldi (Q1377845),
,Did any of Giovanni Galli's children follow in his footsteps?,TRUE,Giovanni Galli (Q375502),
,Did any of Dejan Stanković's children follow in his footsteps?,TRUE,Dejan Stanković (Q192640),
,Did any of Roberto Sorrentino's children follow in his footsteps?,TRUE,Roberto Sorrentino (Q3939172),
,Did any of Roberto Mancini's children follow in his footsteps?,TRUE,Roberto Mancini (Q48330),
,Did any of Luca Marchegiani's children follow in his footsteps?,TRUE,Luca Marchegiani (Q440920),
,Did any of Angelo Di Livio's children follow in his footsteps?,TRUE,Angelo Di Livio (Q122294),
S111,Did Orhan Ghazi have more wives than children?,TRUE,,
,Did Mohammad Ali Shah Qajar have more children than wives?,TRUE,Mohammad Ali Shah Qajar (Q355603),
,Did Amina Qazvini have more children than husbands?,TRUE,Amina Qazvini (Q5939866),
,Did Ibrahim Khalil Khan have more children than wives?,TRUE,Ibrahim Khalil Khan (Q2500172),
,Did Mulla Muhammad Salih Baraghani have more children than wives?,TRUE,Mulla Muhammad Salih Baraghani (Q5867741),
,Did Malekeh Jahan have more children than husbands?,TRUE,Malekeh Jahan (Q6743057),
,Did Tadj ol-Molouk of Iran have more children than husbands?,TRUE,Tadj ol-Molouk of Iran (Q2339098),
,Did Ahmad Shah Qajar Khan have more children than wives?,TRUE,Ahmad Shah Qajar (Q317799),
,Did Adnan Menderes have more children than wives?,TRUE,Adnan Menderes (Q238745),
,Did Celâl Bayar have more children than wives?,TRUE,Celâl Bayar (Q151735),
,Did Ali Kılıç have more children than wives?,TRUE,Ali Kılıç (Q4724970),
S112,Is it unusual to play Hava Naquila music at a funeral?,TRUE,,
,Is it unusual to play Nakatomi music at a funeral?,TRUE,Nakatomi (Q1963980),
,Is it unusual to play Paradise & Dreams music at a funeral?,TRUE,Paradise & Dreams (Q7134198),
,Is it unusual to play Hixxy music at a funeral?,TRUE,Hixxy (Q3130257),
,Is it unusual to play Field of Dreams music at a funeral?,TRUE,Field of Dreams (Q5447097),
,Is it unusual to play Paul Elstak music at a funeral?,TRUE,Paul Elstak (Q960974),
,Is it unusual to play DJ Dougal music at a funeral?,TRUE,DJ Dougal (Q5205300),
,Is it unusual to play Have You Ever Been Mellow music at a funeral?,TRUE,Have You Ever Been Mellow (Q2760411),
,Is it unusual to play Mark Breeze music at a funeral?,TRUE,Mark Breeze (Q6766836),
,Is it unusual to play JAKAZiD music at a funeral?,TRUE,JAKAZiD (Q6107640),
,Is it unusual to play S3RL music at a funeral?,TRUE,S3RL (Q7388276),
S113,Would Zhou Xing prefer a centrally planned economy over a market economy?,TRUE,,
,Would Wang Xiaoming prefer a centrally planned economy over a market economy?,TRUE,Wang Xiaoming (Q8327597),
,Would Yuan Guang prefer a centrally planned economy over a market economy?,TRUE,Yuan Guang (Q8328906),
,Would Jin Rubai prefer a centrally planned economy over a market economy?,TRUE,Jin Rubai (Q8329685),
,Would Huang Yukun prefer a centrally planned economy over a market economy?,TRUE,Huang Yukun (Q8330912),
,Would Li Xifu prefer a centrally planned economy over a market economy?,TRUE,Li Xifu (Q8331077),
,Would Feng Hongda prefer a centrally planned economy over a market economy?,TRUE,Feng Hongda (Q8331143),
,Would Wei Jinshan prefer a centrally planned economy over a market economy?,TRUE,Wei Jinshan (Q8333786),
,Would Zeng Yongquan prefer a centrally planned economy over a market economy?,TRUE,Zeng Yongquan (Q8340702),
,Would Ji Zhentong prefer a centrally planned economy over a market economy?,TRUE,Ji Zhentong (Q8335303),
,Would Xu Jishen prefer a centrally planned economy over a market economy?,TRUE,Xu Jishen (Q8335564),
S114,Would tendonitis seriously impact Samender Juginisov’s ability to do his job?,TRUE,,
,Would tendonitis seriously impact Reza Karmolachaab’s ability to do his job?,TRUE,Reza Karmolachaab (Q18637544),
,Would tendonitis seriously impact Sina Hatami’s ability to do his job?,TRUE,Sina Hatami (Q118956180),
,Would tendonitis seriously impact Saeid Sadeghi’s ability to do his job?,TRUE,Saeid Sadeghi (Q65195485),
,Would tendonitis seriously impact Mojtaba Bijan’s ability to do his job?,TRUE,Mojtaba Bijan (Q65195060),
,Would tendonitis seriously impact Matin Karimzadeh’s ability to do his job?,TRUE,Matin Karimzadeh (Q79708672),
,Would tendonitis seriously impact Sarawut Yodyinghathaikul’s ability to do his job?,TRUE,Sarawut Yodyinghathaikul (Q83475148),
,Would tendonitis seriously impact Chanatphol Sikkamonthol’s ability to do his job?,TRUE,Chanatphol Sikkamonthol (Q85165748),
,Would tendonitis seriously impact Rachan Prasitthong’s ability to do his job?,TRUE,Rachan Prasitthong (Q85165820),
,Would tendonitis seriously impact Nattawut Chootiwat’s ability to do his job?,TRUE,Nattawut Chootiwat (Q55584700),
,Would tendonitis seriously impact Korraphat Narichan’s ability to do his job?,TRUE,Korraphat Narichan (Q55830108),
S115,Is it likely for Umid Zokirov to avoid eating a McRib sandwich?,TRUE,,
,Is it likely for Abdelkhader Houamel to avoid eating a McRib sandwich?,TRUE,Abdelkhader Houamel (Q2821110),
,Is it likely for Leda Rafanelli to avoid eating a McRib sandwich?,TRUE,Leda Rafanelli (Q3829348),
,Is it likely for Gabriele Torsello to avoid eating a McRib sandwich?,TRUE,Gabriele Torsello (Q3756689),
,Is it likely for Mario Scialoja to avoid eating a McRib sandwich?,TRUE,Mario Scialoja (Q6764962),
,Is it likely for Pietrangelo Buttafuoco to avoid eating a McRib sandwich?,TRUE,Pietrangelo Buttafuoco (Q3903586),
,Is it likely for Francesca Bocca-Aldaqre to avoid eating a McRib sandwich?,TRUE,Francesca Bocca-Aldaqre (Q73106362),
,Is it likely for Adnane Mokrani to avoid eating a McRib sandwich?,TRUE,Adnane Mokrani (Q15781491),
,Is it likely for Felix Sturm to avoid eating a McRib sandwich?,TRUE,Felix Sturm (Q77343),
,Is it likely for Mario Rossi to avoid eating a McRib sandwich?,TRUE,Mario Rossi (Q104834437),
,Is it likely for Kristiane Backer to avoid eating a McRib sandwich?,TRUE,Kristiane Backer (Q75867),
S116,Could a USB flash drive be pictured in Osmondagi bolalar?,TRUE,,
,Could a S.O.S. – Morro Castle be pictured in Osmondagi bolalar?,TRUE,S.O.S. – Morro Castle (Q107400238),
,Could a Bonifacio VIII be pictured in Osmondagi bolalar?,TRUE,Bonifacio VIII (Q3642141),
,Could a Messalina be pictured in Osmondagi bolalar?,TRUE,Messalina (Q3855333),
,Could a Agnese Visconti be pictured in Osmondagi bolalar?,TRUE,Agnese Visconti (Q3606652),
,Could a Giuseppe Verdi be pictured in Osmondagi bolalar?,TRUE,Giuseppe Verdi (Q3771610),
,Could a Marco Visconti be pictured in Osmondagi bolalar?,TRUE,Marco Visconti (Q3846582),
,Could a Tarquinia be pictured in Osmondagi bolalar?,TRUE,Tarquinia (Q3981159),
,Could a Amleto be pictured in Osmondagi bolalar?,TRUE,Amleto (Q3614381),
,Could a Parisina be pictured in Osmondagi bolalar?,TRUE,Parisina (Q3896079),
,Could a Verso la vita be pictured in Osmondagi bolalar?,TRUE,Verso la vita (Q4010261),
S117,Can Leah Silber continue doing her job during a power outage?,FALSE,,
,Can Tobias Ratschiller continue doing his job during a power outage?,FALSE,Tobias Ratschiller (Q1694600),
,Can Marco Montanari continue doing his job during a power outage?,FALSE,Marco Montanari (Q55399707),
,Can Diego Elio Pettenò continue doing his job during a power outage?,FALSE,Diego Elio Pettenò (Q98755328),
,Can Emanuele Bassi continue doing his job during a power outage?,FALSE,Emanuele Bassi (Q68944224),
,Can Renato De Donato continue doing his job during a power outage?,FALSE,Renato De Donato (Q112317331),
,Can Federico Poloni continue doing his job during a power outage?,FALSE,Federico Poloni (Q60676741),
,Can Alessandro Campi continue doing his job during a power outage?,FALSE,Alessandro Campi (Q97703824),
,Can Angelo Gerardo Scafuro continue doing his job during a power outage?,FALSE,Angelo Gerardo Scafuro (Q97591273),
,Can Luigi Sorrentino continue doing his job during a power outage?,FALSE,Luigi Sorrentino (Q112704512),
,Can Leonardo Bartoloni continue doing his job during a power outage?,FALSE,Leonardo Bartoloni (Q114277492),
S118,Does Afghan Independence Day occur during Summer?,TRUE,,
,Does Somaliland Independence Day occur during Summer?,TRUE,Independence Day (Q30606321),
,Does Indenesian Independence Day occur during Summer?,TRUE,Independence Day (Q62732044),
,Does Pakistan Independence Day occur during Summer?,TRUE,Independence Day of Pakistan (Q2007314),
,Does Argentinian Independence Day occur during Summer?,TRUE,Independence Day (Q20014640),
,Does Nigerian Independence Day occur during Fall?,TRUE,Independence Day (Q47002369),
,Does Uruguay Independence Day occur during Fall?,TRUE,Independence Day (Q111810721),
,Does Costa rican Independence Day occur during Fall?,TRUE,Independence Day (Q111824296),
,Does Senegal Independence Day occur during spring?,TRUE,Independence Day (Q111653631),
,Does Jordan Independence Day occur during spring?,TRUE,Independence Day (Q30314675),
,Does Trinidad and Tobago Independence Day occur during summer?,TRUE,Independence Day (Q111811681),
S119,Did Karl Marx influence the Ludwig Aigner's political views?,TRUE,,
,Did Karl Marx influence Wang Xiaoming's political views?,TRUE,Wang Xiaoming (Q8327597),
,Did Karl Marx influence Yuan Guang's political views?,TRUE,Yuan Guang (Q8328906),
,Did Karl Marx influence Jin Rubai's political views?,TRUE,Jin Rubai (Q8329685),
,Did Karl Marx influence Huang Yukun's political views?,TRUE,Huang Yukun (Q8330912),
,Did Karl Marx influence Li Xifu's political views?,TRUE,Li Xifu (Q8331077),
,Did Karl Marx influence Feng Hongda's political views?,TRUE,Feng Hongda (Q8331143),
,Did Karl Marx influence Wei Jinshan's political views?,TRUE,Wei Jinshan (Q8333786),
,Did Karl Marx influence Zeng Yongquan's political views?,TRUE,Zeng Yongquan (Q8340702),
,Did Karl Marx influence Ji Zhentong's political views?,TRUE,Ji Zhentong (Q8335303),
,Did Karl Marx influence Xu Jishen's political views?,TRUE,Xu Jishen (Q8335564),
S120,Are workers at Vidol likely to eat with chopsticks?,TRUE,,
,Are workers at JREFU likely to eat with chopsticks?,TRUE,JREFU (Q108296891),
,Are workers at ADLINK likely to eat with chopsticks?,TRUE,ADLINK (Q4651144),
,Are workers at Dimerco likely to eat with chopsticks?,TRUE,Dimerco (Q5277290),
,Are workers at Epistar likely to eat with chopsticks?,TRUE,Epistar (Q5383573),
,Are workers at DronesVision likely to eat with chopsticks?,TRUE,DronesVision (Q113714036),
,Are workers at CC Gallery likely to eat with chopsticks?,TRUE,CC Gallery (Q106856846),
,Are workers at Plextor likely to eat with chopsticks?,TRUE,Plextor (Q1936789),
,Are workers at KQTEA likely to eat with chopsticks?,TRUE,KQTEA (Q108151845),
,Are workers at Bread Société likely to eat with chopsticks?,TRUE,Bread Société (Q108366611),
,Are workers at Faraday Technology likely to eat with chopsticks,TRUE,Faraday Technology (Q111431859),
S121,Would Harold Hugh Keen’s ability to perform his job be substantially influenced if he suffered from Dyscalculia?,TRUE,,
,Would Peter Lokeris’s ability to perform his job be substantially influenced if he suffered from Dyscalculia?,TRUE,Peter Lokeris (Q7175509),
,Would Ayesha Macpherson Lau’s ability to perform his job be substantially influenced if she suffered from Dyscalculia?,TRUE,Ayesha Macpherson Lau (Q7717943),
,Would Zarin Mehta’s ability to perform his job be substantially influenced if he suffered from Dyscalculia?,TRUE,Zarin Mehta (Q8066781),
